device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag
1,1,1970-01-01 02:00:00,2025-11-04 17:41:11,0,0
1,3,2025-11-04 17:41:11,2025-11-04 17:41:11,0,1
1,4,2025-11-04 17:41:12,2025-11-04 17:41:12,0,0
1,5,2025-11-04 17:41:14,2025-11-04 17:41:14,0,0
1,6,2025-11-04 17:41:14,2025-11-04 17:41:14,0,0
1,7,2025-11-04 17:41:15,2025-11-04 17:41:15,0,0
1,8,2025-11-04 17:41:16,2025-11-04 17:41:16,0,0
1,9,2025-11-04 17:41:17,2025-11-04 17:41:17,0,0
1,10,2025-11-04 17:41:18,2025-11-04 17:41:18,0,0
1,11,2025-11-04 17:41:19,2025-11-04 17:41:19,0,0
1,12,2025-11-04 17:41:20,2025-11-04 17:41:20,0,0
1,13,2025-11-04 17:41:21,2025-11-04 17:41:21,0,0
1,14,2025-11-04 17:41:22,2025-11-04 17:41:22,0,0
1,15,2025-11-04 17:41:23,2025-11-04 17:41:23,0,0
1,16,2025-11-04 17:41:24,2025-11-04 17:41:24,0,0
1,17,2025-11-04 17:41:25,2025-11-04 17:41:25,0,0
1,18,2025-11-04 17:41:26,2025-11-04 17:41:26,0,0
1,19,2025-11-04 17:41:27,2025-11-04 17:41:27,0,0
1,20,2025-11-04 17:41:28,2025-11-04 17:41:28,0,0
1,21,2025-11-04 17:41:29,2025-11-04 17:41:29,0,0
1,22,2025-11-04 17:41:30,2025-11-04 17:41:30,0,0
1,23,2025-11-04 17:41:31,2025-11-04 17:41:31,0,0
1,24,2025-11-04 17:41:32,2025-11-04 17:41:32,0,0
1,25,2025-11-04 17:41:33,2025-11-04 17:41:33,0,0
1,26,2025-11-04 17:41:34,2025-11-04 17:41:34,0,0
1,27,2025-11-04 17:41:35,2025-11-04 17:41:35,0,0
1,28,2025-11-04 17:41:36,2025-11-04 17:41:36,0,0
1,29,2025-11-04 17:41:37,2025-11-04 17:41:37,0,0
1,30,2025-11-04 17:41:38,2025-11-04 17:41:38,0,0
1,31,2025-11-04 17:41:39,2025-11-04 17:41:39,0,0
1,32,2025-11-04 17:41:40,2025-11-04 17:41:40,0,0
2,1,1970-01-01 02:00:00,2025-11-04 17:43:00,0,0
2,2,2025-11-04 17:43:00,2025-11-04 17:43:00,0,0
2,3,2025-11-04 17:43:00,2025-11-04 17:43:00,0,0
2,4,2025-11-04 17:43:01,2025-11-04 17:43:01,0,0
2,5,2025-11-04 17:43:02,2025-11-04 17:43:02,0,0
2,6,2025-11-04 17:43:03,2025-11-04 17:43:03,0,0
3,1,1970-01-01 02:00:00,2025-11-04 17:43:03,0,0
3,2,2025-11-04 17:43:03,2025-11-04 17:43:03,0,0
3,3,2025-11-04 17:43:03,2025-11-04 17:43:03,0,0
2,7,2025-11-04 17:43:04,2025-11-04 17:43:04,0,0
3,4,2025-11-04 17:43:04,2025-11-04 17:43:04,0,0
2,8,2025-11-04 17:43:05,2025-11-04 17:43:05,0,0
3,5,2025-11-04 17:43:05,2025-11-04 17:43:05,0,0
