device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,delayed_flag
2,1,1970-01-01 02:00:00,2025-11-05 16:56:08,0,0,0
5,3,1970-01-01 02:00:00,2025-11-05 16:56:08,0,0,0
1,1,1970-01-01 02:00:00,2025-11-05 16:56:08,0,0,0
5,1,1970-01-01 02:00:00,2025-11-05 16:56:08,1,0,0
4,1,1970-01-01 02:00:00,2025-11-05 16:56:08,0,0,0
3,1,1970-01-01 02:00:00,2025-11-05 16:56:08,0,0,0
5,2,1970-01-01 02:00:00,2025-11-05 16:56:08,1,0,0
5,4,1970-01-01 02:00:01,2025-11-05 16:56:09,0,0,0
5,5,1970-01-01 02:00:02,2025-11-05 16:56:10,0,0,0
5,6,1970-01-01 02:00:03,2025-11-05 16:56:11,0,0,0
5,7,1970-01-01 02:00:04,2025-11-05 16:56:12,0,0,0
5,8,1970-01-01 02:00:05,2025-11-05 16:56:13,0,0,0
5,9,1970-01-01 02:00:06,2025-11-05 16:56:14,0,0,0
5,10,1970-01-01 02:00:07,2025-11-05 16:56:15,0,0,0
5,11,1970-01-01 02:00:08,2025-11-05 16:56:16,0,0,0
5,12,1970-01-01 02:00:09,2025-11-05 16:56:17,0,0,0
5,13,1970-01-01 02:00:10,2025-11-05 16:56:18,0,0,0
5,14,1970-01-01 02:00:11,2025-11-05 16:56:19,0,0,0
5,15,1970-01-01 02:00:12,2025-11-05 16:56:20,0,0,0
5,16,1970-01-01 02:00:13,2025-11-05 16:56:21,0,0,0
5,19,1970-01-01 02:00:18,2025-11-05 16:56:26,0,1,0
5,18,1970-01-01 02:00:18,2025-11-05 16:56:26,0,0,1
5,20,1970-01-01 02:00:18,2025-11-05 16:56:26,0,0,0
5,17,1970-01-01 02:00:18,2025-11-05 16:56:26,0,0,1
5,21,1970-01-01 02:00:18,2025-11-05 16:56:26,0,0,0
5,22,1970-01-01 02:00:19,2025-11-05 16:56:27,0,0,0
5,23,1970-01-01 02:00:20,2025-11-05 16:56:28,0,0,0
5,24,1970-01-01 02:00:21,2025-11-05 16:56:29,0,0,0
5,25,1970-01-01 02:00:22,2025-11-05 16:56:30,0,0,0
5,26,1970-01-01 02:00:23,2025-11-05 16:56:31,0,0,0
5,27,1970-01-01 02:00:24,2025-11-05 16:56:32,0,0,0
5,28,1970-01-01 02:00:25,2025-11-05 16:56:33,0,0,0
5,29,1970-01-01 02:00:26,2025-11-05 16:56:34,0,0,0
5,30,1970-01-01 02:00:27,2025-11-05 16:56:35,0,0,0
5,31,1970-01-01 02:00:28,2025-11-05 16:56:36,0,0,0
5,32,1970-01-01 02:00:29,2025-11-05 16:56:37,0,0,0
5,33,1970-01-01 02:00:30,2025-11-05 16:56:38,0,0,0
1,2,2025-11-05 16:56:08,2025-11-05 16:56:08,0,0,0
1,3,2025-11-05 16:56:08,2025-11-05 16:56:08,0,0,0
2,3,2025-11-05 16:56:08,2025-11-05 16:56:08,0,1,0
4,2,2025-11-05 16:56:08,2025-11-05 16:56:08,0,0,0
4,3,2025-11-05 16:56:08,2025-11-05 16:56:08,0,0,0
3,3,2025-11-05 16:56:08,2025-11-05 16:56:08,0,1,0
2,2,2025-11-05 16:56:08,2025-11-05 16:56:08,0,0,1
3,2,2025-11-05 16:56:08,2025-11-05 16:56:08,0,0,1
1,4,2025-11-05 16:56:09,2025-11-05 16:56:09,0,0,0
2,4,2025-11-05 16:56:09,2025-11-05 16:56:09,0,0,0
3,4,2025-11-05 16:56:09,2025-11-05 16:56:09,0,0,0
4,4,2025-11-05 16:56:09,2025-11-05 16:56:09,0,0,0
2,5,2025-11-05 16:56:10,2025-11-05 16:56:10,0,0,0
3,5,2025-11-05 16:56:10,2025-11-05 16:56:10,0,0,0
1,5,2025-11-05 16:56:10,2025-11-05 16:56:10,0,0,0
4,5,2025-11-05 16:56:10,2025-11-05 16:56:10,0,0,0
2,6,2025-11-05 16:56:11,2025-11-05 16:56:11,0,0,0
1,6,2025-11-05 16:56:11,2025-11-05 16:56:11,0,0,0
3,6,2025-11-05 16:56:11,2025-11-05 16:56:11,0,0,0
4,6,2025-11-05 16:56:11,2025-11-05 16:56:11,0,0,0
1,7,2025-11-05 16:56:12,2025-11-05 16:56:12,0,0,0
2,7,2025-11-05 16:56:12,2025-11-05 16:56:12,0,0,0
4,7,2025-11-05 16:56:12,2025-11-05 16:56:12,0,0,0
3,7,2025-11-05 16:56:12,2025-11-05 16:56:12,0,0,0
2,8,2025-11-05 16:56:13,2025-11-05 16:56:13,0,0,0
4,8,2025-11-05 16:56:13,2025-11-05 16:56:13,0,0,0
1,8,2025-11-05 16:56:13,2025-11-05 16:56:13,0,0,0
3,8,2025-11-05 16:56:13,2025-11-05 16:56:13,0,0,0
1,9,2025-11-05 16:56:14,2025-11-05 16:56:14,0,0,0
2,9,2025-11-05 16:56:14,2025-11-05 16:56:14,0,0,0
4,9,2025-11-05 16:56:14,2025-11-05 16:56:14,0,0,0
3,9,2025-11-05 16:56:14,2025-11-05 16:56:14,0,0,0
1,10,2025-11-05 16:56:15,2025-11-05 16:56:15,0,0,0
2,10,2025-11-05 16:56:15,2025-11-05 16:56:15,0,0,0
4,10,2025-11-05 16:56:15,2025-11-05 16:56:15,0,0,0
3,10,2025-11-05 16:56:15,2025-11-05 16:56:15,0,0,0
1,11,2025-11-05 16:56:16,2025-11-05 16:56:16,0,0,0
2,11,2025-11-05 16:56:16,2025-11-05 16:56:16,0,0,0
4,11,2025-11-05 16:56:16,2025-11-05 16:56:16,0,0,0
3,11,2025-11-05 16:56:16,2025-11-05 16:56:16,0,0,0
1,12,2025-11-05 16:56:17,2025-11-05 16:56:17,0,0,0
2,12,2025-11-05 16:56:17,2025-11-05 16:56:17,0,0,0
3,12,2025-11-05 16:56:17,2025-11-05 16:56:17,0,0,0
4,12,2025-11-05 16:56:17,2025-11-05 16:56:17,0,0,0
1,13,2025-11-05 16:56:18,2025-11-05 16:56:18,0,0,0
2,13,2025-11-05 16:56:18,2025-11-05 16:56:18,0,0,0
4,13,2025-11-05 16:56:18,2025-11-05 16:56:18,0,0,0
3,13,2025-11-05 16:56:18,2025-11-05 16:56:18,0,0,0
4,14,2025-11-05 16:56:19,2025-11-05 16:56:19,0,0,0
3,14,2025-11-05 16:56:19,2025-11-05 16:56:19,0,0,0
