device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag
1,1,1970-01-01 02:00:00,2025-11-05 02:24:40,0,0
1,2,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
1,3,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
2,1,1970-01-01 02:00:00,2025-11-05 02:24:40,0,0
2,2,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
2,3,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
3,1,1970-01-01 02:00:00,2025-11-05 02:24:40,0,0
3,2,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
3,3,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
4,1,1970-01-01 02:00:00,2025-11-05 02:24:40,0,0
4,2,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
4,3,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
5,1,1970-01-01 02:00:00,2025-11-05 02:24:40,0,0
5,2,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
5,3,2025-11-05 02:24:40,2025-11-05 02:24:40,0,0
1,4,2025-11-05 02:24:41,2025-11-05 02:24:41,0,0
2,4,2025-11-05 02:24:41,2025-11-05 02:24:41,0,0
3,4,2025-11-05 02:24:41,2025-11-05 02:24:41,0,0
4,4,2025-11-05 02:24:41,2025-11-05 02:24:41,0,0
5,4,2025-11-05 02:24:41,2025-11-05 02:24:41,0,0
1,5,2025-11-05 02:24:42,2025-11-05 02:24:42,0,0
2,5,2025-11-05 02:24:42,2025-11-05 02:24:42,0,0
3,5,2025-11-05 02:24:42,2025-11-05 02:24:42,0,0
4,5,2025-11-05 02:24:42,2025-11-05 02:24:42,0,0
5,5,2025-11-05 02:24:42,2025-11-05 02:24:42,0,0
1,6,2025-11-05 02:24:43,2025-11-05 02:24:43,0,0
2,6,2025-11-05 02:24:43,2025-11-05 02:24:43,0,0
3,6,2025-11-05 02:24:43,2025-11-05 02:24:43,0,0
4,6,2025-11-05 02:24:43,2025-11-05 02:24:43,0,0
5,6,2025-11-05 02:24:43,2025-11-05 02:24:43,0,0
1,7,2025-11-05 02:24:44,2025-11-05 02:24:44,0,0
2,7,2025-11-05 02:24:44,2025-11-05 02:24:44,0,0
3,7,2025-11-05 02:24:44,2025-11-05 02:24:44,0,0
4,7,2025-11-05 02:24:44,2025-11-05 02:24:44,0,0
5,7,2025-11-05 02:24:44,2025-11-05 02:24:44,0,0
1,8,2025-11-05 02:24:45,2025-11-05 02:24:45,0,0
2,8,2025-11-05 02:24:45,2025-11-05 02:24:45,0,0
3,8,2025-11-05 02:24:45,2025-11-05 02:24:45,0,0
4,8,2025-11-05 02:24:45,2025-11-05 02:24:45,0,0
5,8,2025-11-05 02:24:45,2025-11-05 02:24:45,0,0
1,9,2025-11-05 02:24:46,2025-11-05 02:24:46,0,0
2,9,2025-11-05 02:24:46,2025-11-05 02:24:46,0,0
3,9,2025-11-05 02:24:46,2025-11-05 02:24:46,0,0
4,9,2025-11-05 02:24:46,2025-11-05 02:24:46,0,0
5,9,2025-11-05 02:24:46,2025-11-05 02:24:46,0,0
1,10,2025-11-05 02:24:47,2025-11-05 02:24:47,0,0
